Labels,Paper Name,Author Names
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Precise Task Formalization Matters in Winograd Schema Evaluations,"Haokun Liu, William Huang, Dhara Mungra, Samuel R. Bowman"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Modularized Syntactic Neural Networks for Sentence Classification,"Haiyan Wu, Ying Liu, Shaoyun Shi"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",GLUCOSE: GeneraLized and COntextualized Story Explanations,"Nasrin Mostafazadeh, Aditya Kalyanpur, Lori Moon, David Buchanan, Lauren Berkowitz, Or Biran, Jennifer Chu-Carroll"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",AutoQA: From Databases To QA Semantic Parsers With Only Synthetic Training Data,"Silei Xu, Sina Semnani, Giovanni Campagna, Monica Lam"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Benchmarking Meaning Representations in Neural Semantic Parsing,"Jiaqi Guo, Qian Liu, Jian-Guang Lou, Zhenwen Li, Xueqing Liu, Tao Xie, Ting Liu"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",An Imitation Game for Learning Semantic Parsers from User Interaction,"Ziyu Yao, Yiqi Tang, Wen-tau Yih, Huan Sun, Yu Su"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",New Protocols and Negative Results for Textual Entailment Data Collection,"Samuel R. Bowman, Jennimaria Palomaki, Livio Baldini Soares, Emily Pitler"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",X-SRL: A Parallel Cross-Lingual Semantic Role Labeling Dataset,"Angel Daza, Anette Frank"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",A Method for Building a Commonsense Inference Dataset based on Basic Events,"Kazumasa Omura, Daisuke Kawahara, Sadao Kurohashi"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",A Bilingual Generative Transformer for Semantic Sentence Embedding,"John Wieting, Graham Neubig, Taylor Berg-Kirkpatrick"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Table Fact Verification with Structure-Aware Transformer,"Hongzhi Zhang, Yingyao Wang, Sirui Wang, Xuezhi Cao, Fuzheng Zhang, Zhongyuan Wang"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",SLM: Learning a Discourse Language Representation with Sentence Unshuffling,"Haejun Lee, Drew A. Hudson, Kangwook Lee, Christopher D. Manning"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",XL-AMR: Enabling Cross-Lingual AMR Parsing with Transfer Learning Techniques,"Rexhina Blloshmi, Rocco Tripodi, Roberto Navigli"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",“What Do You Mean by That?” A Parser-Independent Interactive Approach for Enhancing Text-to-SQL,"Yuntao Li, Bei Chen, Qian Liu, Yan Gao, Jian-Guang Lou, Yan Zhang, Dongmei Zhang"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Alignment-free Cross-lingual Semantic Role Labeling,"Rui Cai, Mirella Lapata"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Towards Debiasing NLU Models from Unknown Biases,"Prasetya Ajie Utama, Nafise Sadat Moosavi, Iryna Gurevych"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas","Infusing Disease Knowledge into BERT for Health Question Answering, Medical Inference and Disease Name Recognition","Yun He, Ziwei Zhu, Yin Zhang, Qin Chen, James Caverlee"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Semantic Evaluation for Text-to-SQL with Distilled Test Suites,"Ruiqi Zhong, Tao Yu, Dan Klein"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",An Analysis of Natural Language Inference Benchmarks through the Lens of Negation,"Md Mosharaf Hossain, Venelin Kovatchev, Pranoy Dutta, Tiffany Kao, Elizabeth Wei, Eduardo Blanco"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Hierarchical Evidence Set Modeling for Automated Fact Extraction and Verification,"Shyam Subramanian, Kyumin Lee"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Leveraging Declarative Knowledge in Text and First-Order Logic for Fine-Grained Propaganda Detection,"Ruize Wang, Duyu Tang, Nan Duan, Wanjun Zhong, Zhongyu Wei, Xuanjing Huang, Daxin Jiang, Ming Zhou"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas","The Curse of Performance Instability in Analysis Datasets: Consequences, Source, and Suggestions","Xiang Zhou, Yixin Nie, Hao Tan, Mohit Bansal"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Small but Mighty: New Benchmarks for Split and Rephrase,"Li Zhang, Huaiyu Zhu, Siddhartha Brahma, Yunyao Li"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",A Dataset for Tracking Entities in Open Domain Procedural Text,"Niket Tandon, Keisuke Sakaguchi, Bhavana Dalvi, Dheeraj Rajagopal, Peter Clark, Michal Guerquin, Kyle Richardson, Eduard Hovy"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Causal Inference of Script Knowledge,"Noah Weber, Rachel Rudinger, Benjamin Van Durme"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Multitask Learning for Cross-Lingual Transfer of Broad-coverage Semantic Dependencies,"Maryam Aminian, Mohammad Sadegh Rasooli, Mona Diab"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",An Empirical Study on Robustness to Spurious Correlations using Pre-trained Language Models,"Lifu Tu, Garima Lalwani, Spandana Gella, He He"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Mention Extraction and Linking for SQL Query Generation,"Jianqiang Ma, Zeyu Yan, Shuai Pang, Yang Zhang, Jianping Shen"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Improving AMR Parsing with Sequence-to-Sequence Pre-training,"Dongqin Xu, Junhui Li, Muhua Zhu, Min Zhang, Guodong Zhou"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Program Enhanced Fact Verification with Verbalization and Graph Attention Network,"Xiaoyu Yang, Feng Nie, Yufei Feng, Quan Liu, Zhigang Chen, Xiaodan Zhu"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Data and Representation for Turkish Natural Language Inference,"Emrah Budur, Rıza Özçelik, Tunga Gungor, Christopher Potts"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",DuSQL: A Large-Scale and Pragmatic Chinese Text-to-SQL Dataset,"Lijie Wang, Ao Zhang, Kun Wu, Ke Sun, Zhenghua Li, Hua Wu, Min Zhang, Haifeng Wang"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Graph Convolutions over Constituent Trees for Syntax-Aware Semantic Role Labeling,"Diego Marcheggiani, Ivan Titov"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Character-level Representations Improve DRS-based Semantic Parsing Even in the Age of BERT,"Rik van Noord, Antonio Toral, Johan Bos"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Cross-Thought for Sentence Encoder Pre-training,"Shuohang Wang, Yuwei Fang, Siqi Sun, Zhe Gan, Yu Cheng, Jingjing Liu, Jing Jiang"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Adaptive Attentional Network for Few-Shot Knowledge Graph Completion,"Jiawei Sheng, Shu Guo, Zhenyu Chen, Juwei Yue, Lihong Wang, Tingwen Liu, Hongbo Xu"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",On the Sentence Embeddings from Pre-trained Language Models,"Bohan Li, Hao Zhou, Junxian He, Mingxuan Wang, Yiming Yang, Lei Li"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Semantically Inspired AMR Alignment for the Portuguese Language,"Rafael Anchiêta, Thiago Pardo"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",PARADE: A New Dataset for Paraphrase Identification Requiring Computer Science Domain Knowledge,"Yun He, Zhuoer Wang, Yin Zhang, Ruihong Huang, James Caverlee"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Grounded Adaptation for Zero-shot Executable Semantic Parsing,"Victor Zhong, Mike Lewis, Sida I. Wang, Luke Zettlemoyer"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Universal Natural Language Processing with Limited Annotations: Try Few-shot Textual Entailment as a Start,"Wenpeng Yin, Nazneen Fatema Rajani, Dragomir Radev, Richard Socher, Caiming Xiong"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Pre-training Mention Representations in Coreference Models,"Yuval Varkel, Amir Globerson"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",What Can We Learn from Collective Human Opinions on Natural Language Inference Data?,"Yixin Nie, Xiang Zhou, Mohit Bansal"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Sentiment Analysis of Tweets using Heterogeneous Multi-layer Network Representation and Embedding,"Loitongbam Gyanendro Singh, Anasua Mitra, Sanasam Ranbir Singh"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Feature Adaptation of Pre-Trained Language Models across Languages and Domains with Robust Self-Training,"Hai Ye, Qingyu Tan, Ruidan He, Juntao Li, Hwee Tou Ng, Lidong Bing"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Introducing Syntactic Structures into Target Opinion Word Extraction with Deep Learning,"Amir Pouran Ben Veyseh, Nasim Nouri, Franck Dernoncourt, Dejing Dou, Thien Huu Nguyen"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Emotion-Cause Pair Extraction as Sequence Labeling Based on A Novel Tagging Scheme,"Chaofa Yuan, Chuang Fan, Jianzhu Bao, Ruifeng Xu"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Exploring the Role of Argument Structure in Online Debate Persuasion,"Jialu Li, Esin Durmus, Claire Cardie"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",MIME: MIMicking Emotions for Empathetic Response Generation,"Navonil Majumder, Pengfei Hong, Shanshan Peng, Jiankun Lu, Deepanway Ghosal, Alexander Gelbukh, Rada Mihalcea, Soujanya Poria"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Detecting Attackable Sentences in Arguments,"Yohan Jo, Seojin Bang, Emaad Manzoor, Eduard Hovy, Chris Reed"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",CancerEmo: A Dataset for Fine-Grained Emotion Detection,"Tiberiu Sosea, Cornelia Caragea"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Affective Event Classification with Discourse-enhanced Self-training,"Yuan Zhuang, Tianyu Jiang, Ellen Riloff"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",SentiLARE: Sentiment-Aware Language Representation Learning with Linguistic Knowledge,"Pei Ke, Haozhe Ji, Siyang Liu, Xiaoyan Zhu, Minlie Huang"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Diversified Multiple Instance Learning for Document-Level Multi-Aspect Sentiment Classification,"Yunjie Ji, Hao Liu, Bolei He, Xinyan Xiao, Hua Wu, Yanhua Yu"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Deep Weighted MaxSAT for Aspect-based Opinion Extraction,"Meixi Wu, Wenya Wang, Sinno Jialin Pan"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Extracting Implicitly Asserted Propositions in Argumentation,"Yohan Jo, Jacky Visser, Chris Reed, Eduard Hovy"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Identifying Exaggerated Language,"Li Kong, Chuanyi Li, Jidong Ge, Bin Luo, Vincent Ng"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Unsupervised stance detection for arguments from consequences,"Jonathan Kobbe, Ioana Hulpus, Heiner Stuckenschmidt"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Inducing Target-Specific Latent Structures for Aspect Sentiment Classification,"Chenhua Chen, Zhiyang Teng, Yue Zhang"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Aspect Sentiment Classification with Aspect-Specific Opinion Spans,"Lu Xu, Lidong Bing, Wei Lu, Fei Huang"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Unified Feature and Instance Based Domain Adaptation for Aspect-Based Sentiment Analysis,"Chenggong Gong, Jianfei Yu, Rui Xia"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Train No Evil: Selective Masking for Task-Guided Pre-Training,"Yuxian Gu, Zhengyan Zhang, Xiaozhi Wang, Zhiyuan Liu, Maosong Sun"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Quantitative argument summarization and beyond: Cross-domain key point analysis,"Roy Bar-Haim, Yoav Kantor, Lilach Eden, Roni Friedman, Dan Lahav, Noam Slonim"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Relation-aware Graph Attention Networks with Relational Position Encodings for Emotion Recognition in Conversations,"Taichi Ishiwatari, Yuki Yasuda, Taro Miyazaki, Jun Goto"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Multi-Instance Multi-Label Learning Networks for Aspect-Category Sentiment Analysis,"Yuncong Li, Cunxiang Yin, Sheng-hua Zhong, Xu Pan"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining","Tasty Burgers, Soggy Fries: Probing Aspect Robustness in Aspect-Based Sentiment Analysis","Xiaoyu Xing, Zhijing Jin, Di Jin, Bingning Wang, Qi Zhang, Xuanjing Huang"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Weakly-Supervised Aspect-Based Sentiment Analysis via Joint Aspect-Sentiment Topic Embedding,"Jiaxin Huang, Yu Meng, Fang Guo, Heng Ji, Jiawei Han"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",APE: Argument Pair Extraction from Peer Review and Rebuttal via Multi-task Learning,"Liying Cheng, Lidong Bing, Qian Yu, Wei Lu, Luo Si"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Zero-Shot Stance Detection: A Dataset and Model using Generalized Topic Representations,"Emily Allaway, Kathleen McKeown"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Multi-modal Multi-label Emotion Detection with Modality and Label Dependence,"Dong Zhang, Xincheng Ju, Junhui Li, Shoushan Li, Qiaoming Zhu, Guodong Zhou"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Convolution over Hierarchical Syntactic and Lexical Graphs for Aspect Level Sentiment Analysis,"Mi Zhang, Tieyun Qian"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",A Multi-Task Incremental Learning Framework with Category Name Embedding for Aspect-Category Sentiment Analysis,"Zehui Dai, Cheng Peng, Huajie Chen, Yadong Ding"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",End-to-End Emotion-Cause Pair Extraction based on Sliding Window Multi-Label Learning,"Zixiang Ding, Rui Xia, Jianfei Yu"
Speech and Multimodality,Sparse Transcription,Steven Bird
Speech and Multimodality,Unsupervised Natural Language Inference via Decoupled Multimodal Contrastive Learning,"Wanyun Cui, Guangyu Zheng, Wei Wang"
Speech and Multimodality,The role of context in neural pitch accent detection in English,"Elizabeth Nielsen, Mark Steedman, Sharon Goldwater"
Speech and Multimodality,Combining Self-Training and Self-Supervised Learning for Unsupervised Disfluency Detection,"Shaolei Wang, Zhongyuan Wang, Wanxiang Che, Ting Liu"
Speech and Multimodality,Effectively pretraining a speech translation decoder with Machine Translation data,"Ashkan Alinejad, Anoop Sarkar"
Speech and Multimodality,Simultaneous Machine Translation with Visual Context,"Ozan Caglayan, Julia Ive, Veneta Haralampieva, Pranava Madhyastha, Loïc Barrault, Lucia Specia"
Speech and Multimodality,VolTAGE: Volatility Forecasting via Text Audio Fusion with Graph Convolution Networks for Earnings Calls,"Ramit Sawhney, Piyush Khanna, Arshiya Aggarwal, Taru Jain, Puneet Mathur, Rajiv Ratn Shah"
Speech and Multimodality,Digital Voicing of Silent Speech,"David Gaddy, Dan Klein"
Speech and Multimodality,Consistent Transcription and Translation of Speech,"Matthias Sperber, Hendra Setiawan, Christian Gollan, Udhay Nallasamy, Matthias Paulik"
Speech and Multimodality,"CMU-MOSEAS: A Multimodal Language Dataset for Spanish, Portuguese, German and French","AmirAli Bagher Zadeh, Yansheng Cao, Simon Hessner, Paul Pu Liang, Soujanya Poria, Louis-Philippe Morency"
Speech and Multimodality,The importance of fillers for text representations of speech transcripts,"Tanvi Dinkar, Pierre Colombo, Matthieu Labeau, Chloé Clavel"
Speech and Multimodality,Widget Captioning: Generating Natural Language Description for Mobile User Interface Elements,"Yang Li, Gang Li, Luheng He, Jingjie Zheng, Hong Li, Zhiwei Guan"
Summarization,A Spectral Method for Unsupervised Multi-Document Summarization,"Kexiang Wang, Baobao Chang, Zhifang Sui"
Summarization,Coarse-to-Fine Query Focused Multi-Document Summarization,"Yumo Xu, Mirella Lapata"
Summarization,Multi-hop Inference for Question-driven Summarization,"Yang Deng, Wenxuan Zhang, Wai Lam"
Summarization,Learning to Fuse Sentences with Transformers for Summarization,"Logan Lebanoff, Franck Dernoncourt, Doo Soon Kim, Lidan Wang, Walter Chang, Fei Liu"
Summarization,Intrinsic Evaluation of Summarization Datasets,"Rishi Bommasani, Claire Cardie"
Summarization,Few-Shot Learning for Opinion Summarization,"Arthur Bražinskas, Mirella Lapata, Ivan Titov"
Summarization,What Have We Achieved on Text Summarization?,"Dandan Huang, Leyang Cui, Sen Yang, Guangsheng Bao, Kun Wang, Jun Xie, Yue Zhang"
Summarization,Neural Extractive Summarization with Hierarchical Attentive Heterogeneous Graph Network,"Ruipeng Jia, Yanan Cao, Hengzhu Tang, Fang Fang, Cong Cao, Shi Wang"
Summarization,Re-evaluating Evaluation in Text Summarization,"Manik Bhandari, Pranav Narayan Gour, Atabak Ashfaq, Pengfei Liu, Graham Neubig"
Summarization,MLSUM: The Multilingual Summarization Corpus,"Thomas Scialom, Paul-Alexis Dray, Sylvain Lamprier, Benjamin Piwowarski, Jacopo Staiano"
Summarization,On Extractive and Abstractive Neural Document Summarization with Transformer Language Models,"Jonathan Pilault, Raymond Li, Sandeep Subramanian, Chris Pal"
Summarization,Friendly Topic Assistant for Transformer Based Abstractive Summarization,"Zhengjue Wang, Zhibin Duan, Hao Zhang, Chaojie Wang, Long Tian, Bo Chen, Mingyuan Zhou"
Summarization,Multi-Fact Correction in Abstractive Text Summarization,"Yue Dong, Shuohang Wang, Zhe Gan, Yu Cheng, Jackie Chi Kit Cheung, Jingjing Liu"
Summarization,Stepwise Extractive Summarization and Planning with Structured Transformers,"Shashi Narayan, Joshua Maynez, Jakub Adamek, Daniele Pighin, Blaz Bratanic, Ryan McDonald"
Summarization,Pre-training for Abstractive Document Summarization by Reinstating Source Text,"Yanyan Zou, Xingxing Zhang, Wei Lu, Furu Wei, Ming Zhou"
Summarization,"Diverse, Controllable, and Keyphrase-Aware: A Corpus and Method for News Multi-Headline Generation","Dayiheng Liu, Yeyun Gong, Yu Yan, Jie Fu, Bo Shao, Daxin Jiang, Jiancheng Lv, Nan Duan"
Summarization,VMSMO: Learning to Generate Multimodal Summary for Video-based News Articles,"Mingzhe Li, Xiuying Chen, Shen Gao, Zhangming Chan, Dongyan Zhao, Rui Yan"
Summarization,A Preliminary Exploration of GANs for Keyphrase Generation,"Avinash Swaminathan, Haimin Zhang, Debanjan Mahata, Rakesh Gosangi, Rajiv Ratn Shah, Amanda Stent"
Summarization,Evaluating the Factual Consistency of Abstractive Text Summarization,"Wojciech Kryscinski, Bryan McCann, Caiming Xiong, Richard Socher"
Summarization,Multistage Fusion with Forget Gate for Multimodal Summarization in Open-Domain Videos,"Nayu Liu, Xian Sun, Hongfeng Yu, Wenkai Zhang, Guangluan Xu"
Summarization,Factual Error Correction for Abstractive Summarization Models,"Meng Cao, Yue Dong, Jiapeng Wu, Jackie Chi Kit Cheung"
Summarization,Multi-XScience: A Large-scale Dataset for Extreme Multi-document Summarization of Scientific Articles,"Yao Lu, Yue Dong, Laurent Charlin"
Summarization,Multi-View Sequence-to-Sequence Models with Conversational Structure for Abstractive Dialogue Summarization,"Jiaao Chen, Diyi Yang"
Summarization,Summarizing Text on Any Aspects: A Knowledge-Informed Weakly-Supervised Approach,"Bowen Tan, Lianhui Qin, Eric Xing, Zhiting Hu"
Summarization,Q-learning with Language Model for Edit-based Unsupervised Summarization,"Ryosuke Kohita, Akifumi Wachi, Yang Zhao, Ryuki Tachibana"
Summarization,Better Highlighting: Creating Sub-Sentence Summary Highlights,"Sangwoo Cho, Kaiqiang Song, Chen Li, Dong Yu, Hassan Foroosh, Fei Liu"
Summarization,TESA: A Task in Entity Semantic Aggregation for Abstractive Summarization,"Clément Jumel, Annie Louis, Jackie Chi Kit Cheung"
Summarization,Understanding Neural Abstractive Summarization Models via Uncertainty,"Jiacheng Xu, Shrey Desai, Greg Durrett"
Summarization,Compressive Summarization with Plausibility and Salience Modeling,"Shrey Desai, Jiacheng Xu, Greg Durrett"
Summarization,Modeling Content Importance for Summarization with Pre-trained Language Models,"Liqiang Xiao, Lu Wang, Hao He, Yaohui Jin"
Summarization,Unsupervised Reference-Free Summary Quality Evaluation via Contrastive Learning,"Hanlu Wu, Tengfei Ma, Lingfei Wu, Tariro Manyumwa, Shouling Ji"
"Syntax: Tagging, Chunking and Parsing",UDapter: Language Adaptation for Truly Universal Dependency Parsing,"Ahmet Üstün, Arianna Bisazza, Gosse Bouma, Gertjan van Noord"
"Syntax: Tagging, Chunking and Parsing",Keep it Surprisingly Simple: A Simple First Order Graph Based Parsing Model for Joint Morphosyntactic Parsing in Sanskrit,"Amrith Krishna, Ashim Gupta, Deepak Garasangi, Pavankumar Satuluri, Pawan Goyal"
"Syntax: Tagging, Chunking and Parsing",Efficient Outside Computation,Daniel Gildea
"Syntax: Tagging, Chunking and Parsing",The Return of Lexical Dependencies: Neural Lexicalized PCFGs,"Hao Zhu, Yonatan Bisk, Graham Neubig"
"Syntax: Tagging, Chunking and Parsing",Parsing Gapping Constructions Based on Grammatical and Semantic Roles,"Yoshihide Kato, Shigeki Matsubara"
"Syntax: Tagging, Chunking and Parsing",Some Languages Seem Easier to Parse Because Their Treebanks Leak,Anders Søgaard
"Syntax: Tagging, Chunking and Parsing",HIT: Nested Named Entity Recognition via Head-Tail Pair and Token Interaction,"Yu Wang, Yun Li, Hanghang Tong, Ziye Zhu"
"Syntax: Tagging, Chunking and Parsing",Please Mind the Root: Decoding Arborescences for Dependency Parsing,"Ran Zmigrod, Tim Vieira, Ryan Cotterell"
"Syntax: Tagging, Chunking and Parsing",DAGA: Data Augmentation with a Generation Approach forLow-resource Tagging Tasks,"Bosheng Ding, Linlin Liu, Lidong Bing, Canasai Kruengkrai, Thien Hai Nguyen, Shafiq Joty, Luo Si, Chunyan Miao"
"Syntax: Tagging, Chunking and Parsing",Adversarial Semantic Decoupling for Recognizing Open-Vocabulary Slots,"Yuanmeng Yan, Keqing He, Hong Xu, Sihong Liu, Fanyu Meng, Min Hu, Weiran Xu"
"Syntax: Tagging, Chunking and Parsing",Uncertainty-Aware Label Refinement for Sequence Labeling,"Tao Gui, Jiacheng Ye, Qi Zhang, Zhengyan Li, Zichu Fei, Yeyun Gong, Xuanjing Huang"
"Syntax: Tagging, Chunking and Parsing",On the Role of Supervision in Unsupervised Constituency Parsing,"Haoyue Shi, Karen Livescu, Kevin Gimpel"
"Syntax: Tagging, Chunking and Parsing",Supertagging Combinatory Categorial Grammar with Attentive Graph Convolutional Networks,"Yuanhe Tian, Yan Song, Fei Xia"
"Syntax: Tagging, Chunking and Parsing",Consistent Unsupervised Estimators for Anchored PCFGs,"Alexander Clark, Nathanaël Fijalkow"
"Syntax: Tagging, Chunking and Parsing",Unsupervised Parsing with S-DIORA: Single Tree Encoding for Deep Inside-Outside Recursive Autoencoders,"Andrew Drozdov, Subendhu Rongali, Yi-Pei Chen, Tim O'Gorman, Mohit Iyyer, Andrew McCallum"
"Syntax: Tagging, Chunking and Parsing",Syntactic Structure Distillation Pretraining for Bidirectional Encoders,"Adhiguna Kuncoro, Lingpeng Kong, Daniel Fried, Dani Yogatama, Laura Rimell, Chris Dyer, Phil Blunsom"
"Syntax: Tagging, Chunking and Parsing",Position-Aware Tagging for Aspect Sentiment Triplet Extraction,"Lu Xu, Hao Li, Wei Lu, Lidong Bing"
"Syntax: Tagging, Chunking and Parsing",Tractable Lexical-Functional Grammar,"Jürgen Wedekind, Ronald M. Kaplan"
"Syntax: Tagging, Chunking and Parsing",Adversarial Attack and Defense of Structured Prediction Models,"Wenjuan Han, Liwen Zhang, Yong Jiang, Kewei Tu"
"Syntax: Tagging, Chunking and Parsing",Discontinuous Constituent Parsing as Sequence Labeling,"David Vilares, Carlos Gómez-Rodríguez"
"Syntax: Tagging, Chunking and Parsing",Span-based discontinuous constituency parsing: a family of exact chart-based algorithms with time complexities from O(n6) down to O(n3),Caio Corro
"Syntax: Tagging, Chunking and Parsing",AIN: Fast and Accurate Sequence Labeling with Approximate Inference Network,"Xinyu Wang, Yong Jiang, Nguyen Bach, Tao Wang, Zhongqiang Huang, Fei Huang, Kewei Tu"
"Syntax: Tagging, Chunking and Parsing",Unsupervised Parsing via Constituency Tests,"Steven Cao, Nikita Kitaev, Dan Klein"
"Syntax: Tagging, Chunking and Parsing",Interpretable Multi-dataset Evaluation for Named Entity Recognition,"Jinlan Fu, Pengfei Liu, Graham Neubig"
